Sample Name,Variety,Replicate,Section,HPH Energy,nanopaper.rep,Weight (g),Thickness (mm),Density (g/cm3),Porosity (%),Grammage (g/m2),? (%),UTS (MPa),E (GPa),UT (MJ m-3),TI,Strain*,UTS*,E*,UT *,TI*
Yemen-1-Sheath-M,Yemen,1,Sheath,M,13,0.215,0.0959,0.996408296,31.75285646,95.55555556,3.86,103.16,6.93,2.71,103.5318558,3.86,103.16,6.93,2.71,103.5318558
Yemen-1-Sheath-M,Yemen,1,Sheath,M,14,0.2127,0.0943,1.002474373,31.33737174,94.53333333,3.79,102.75,7.02,2.65,102.4963858,3.79,102.75,7.02,2.65,102.4963858
Yemen-1-Sheath-M,Yemen,1,Sheath,M,15,0.2171,0.097,0.994730813,31.86775251,96.48888889,3.79,103.69,6.04,2.63,104.2392561,3.79,103.69,6.04,2.63,104.2392561
Yemen-1-Sheath-M,Yemen,1,Sheath,M,16,0.2117,0.0946,0.994597134,31.87690862,94.08888889,3.18,95.39,6.78,2.04,95.90817903,3.18,95.39,6.78,2.04,95.90817903
Yemen-1-Sheath-H,Yemen,1,Sheath,H,1,0.1943,0.0796,1.084868788,25.6939186,86.35555556,4.48,123.1,7.83,3.73,113.4699434,4.48,123.1,7.83,3.73,113.4699434
Yemen-1-Sheath-H,Yemen,1,Sheath,H,2,0.1927,0.0797,1.07458525,26.39827053,85.64444444,2.36,92.68,7.93,1.44,86.24722885,,,,,
Yemen-1-Sheath-H,Yemen,1,Sheath,H,3,0.191,0.0787,1.078638995,26.1206168,84.88888889,3.91,117.28,7.66,3.1,108.7296126,3.91,117.28,7.66,3.1,108.7296126
Yemen-1-Sheath-H,Yemen,1,Sheath,H,4,0.1903,0.0785,1.077423921,26.20384105,84.57777778,4.09,118.35,7.9,3.29,109.8453429,4.09,118.35,7.9,3.29,109.8453429
Yemen-1-Sheath-H,Yemen,1,Sheath,H,5,0.1886,0.0787,1.065085416,27.04894412,83.82222222,3.96,117.71,7.5,3.15,110.5169578,3.96,117.71,7.5,3.15,110.5169578
Yemen-1-Sheath-H,Yemen,1,Sheath,H,6,0.1927,0.0794,1.078645396,26.12017835,85.64444444,4.38,122,7.87,3.65,113.1048262,4.38,122,7.87,3.65,113.1048262
Yemen-1-Sheath-H,Yemen,1,Sheath,H,7,0.1892,0.0783,1.07393217,26.44300207,84.08888889,3.94,115.81,7.3,3.08,107.8373507,3.94,115.81,7.3,3.08,107.8373507
Yemen-1-Sheath-H,Yemen,1,Sheath,H,8,0.193,0.0797,1.07625819,26.28368559,85.77777778,3.58,112.38,7.68,2.72,104.4173238,3.58,112.38,7.68,2.72,104.4173238
Yemen-1-Sheath-H,Yemen,1,Sheath,H,9,0.2088,0.0849,1.093050648,25.13351727,92.8,4.33,106.99,6.57,3.16,97.88201509,4.33,106.99,6.57,3.16,97.88201509
Yemen-1-Sheath-H,Yemen,1,Sheath,H,10,0.2048,0.0833,1.092703748,25.15727752,91.02222222,4.79,117.56,6.68,3.81,107.5863428,4.79,117.56,6.68,3.81,107.5863428
Yemen-1-Sheath-H,Yemen,1,Sheath,H,11,0.2089,0.0841,1.103976747,24.3851543,92.84444444,3.99,108.43,7.47,2.98,98.2176484,3.99,108.43,7.47,2.98,98.2176484
Yemen-1-Sheath-H,Yemen,1,Sheath,H,12,0.207,0.0846,1.087470449,25.51572266,92,5.37,124.21,7.12,4.55,114.2191957,5.37,124.21,7.12,4.55,114.2191957
Yemen-1-Sheath-H,Yemen,1,Sheath,H,13,0.207,0.0835,1.101796407,24.53449266,92,4.16,111.57,7.05,3.2,101.2619022,4.16,111.57,7.05,3.2,101.2619022
Yemen-1-Sheath-H,Yemen,1,Sheath,H,14,0.2059,0.0844,1.084254871,25.73596774,91.51111111,4.77,115.82,7.13,3.77,106.8199029,4.77,115.82,7.13,3.77,106.8199029
Yemen-1-Sheath-H,Yemen,1,Sheath,H,15,0.2095,0.0862,1.080175303,26.01539021,93.11111111,4.84,115,7.26,3.82,106.4642005,4.84,115,7.26,3.82,106.4642005
Yemen-1-Sheath-H,Yemen,1,Sheath,H,16,0.2057,0.0844,1.083201685,25.80810376,91.42222222,4.2,106.34,6.57,3.04,98.17193,4.2,106.34,6.57,3.04,98.17193
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,1,0.2502,0.1445,0.769550173,47.29108404,111.2,1.72,42.56,4.64,0.48,55.30503597,1.72,42.56,4.64,0.48,55.30503597
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,2,0.2495,0.1403,0.790369842,45.86507929,110.8888889,1.78,42.43,4.89,0.5,53.68372846,1.78,42.43,4.89,0.5,53.68372846
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,3,0.2533,0.1451,0.775863389,46.85867197,112.5777778,2.03,45.53,4.55,0.61,58.68301125,2.03,45.53,4.55,0.61,58.68301125
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,4,0.2487,0.1437,0.769195082,47.31540532,110.5333333,1.46,38.76,4.67,0.35,50.39033776,1.46,38.76,4.67,0.35,50.39033776
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,5,0.2494,0.1411,0.785573667,46.19358444,110.8444444,1.75,42.74,4.67,0.49,54.40610064,1.75,42.74,4.67,0.49,54.40610064
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,6,0.2509,0.1444,0.772237612,47.10701291,111.5111111,1.37,39.2,4.58,0.33,50.76157832,1.37,39.2,4.58,0.33,50.76157832
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,7,0.248,0.1398,0.788427913,45.99808816,110.2222222,1.74,41.9,4.67,0.48,53.14372984,1.74,41.9,4.67,0.48,53.14372984
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,8,0.252,0.1411,0.793763288,45.63265148,112,1.55,42.47,4.4,0.42,53.50461607,1.55,42.47,4.4,0.42,53.50461607
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,9,0.2522,0.1391,0.805815161,44.80718076,112.0888889,1.78,43.94,4.47,0.51,54.52863402,1.78,43.94,4.47,0.51,54.52863402
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,10,0.2501,0.1372,0.810171688,44.50878851,111.1555556,2,47.35,5,0.63,58.44440224,2,47.35,5,0.63,58.44440224
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,11,0.2499,0.1376,0.807170543,44.71434639,111.0666667,1.81,44.54,4.95,0.53,55.18040816,1.81,44.54,4.95,0.53,55.18040816
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,12,0.2487,0.1362,0.81155164,44.41427125,110.5333333,2.09,47.01,4.84,0.66,57.92607358,2.09,47.01,4.84,0.66,57.92607358
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,13,0.2501,0.1359,0.817921674,43.9779675,111.1555556,1.88,45.16,4.54,0.56,55.21311076,1.88,45.16,4.54,0.56,55.21311076
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,14,0.2557,0.1388,0.818764009,43.92027336,113.6444444,2.37,50.94,4.65,0.8,62.21572937,2.37,50.94,4.65,0.8,62.21572937
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,15,0.2478,0.1351,0.815198618,44.1644782,110.1333333,1.86,45.42,4.96,0.56,55.71648305,1.86,45.42,4.96,0.56,55.71648305
Yemen-3-Stem(<1m)-L,Yemen,3,Stem(<1m),L,16,0.244,0.1342,0.808080808,44.65199945,108.4444444,2.05,47.08,4.49,0.64,58.2615,2.05,47.08,4.49,0.64,58.2615
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,1,0.2508,0.1191,0.9359082,35.8966986,111.4666667,2.41,65.47,5.81,1.06,69.95344199,2.41,65.47,5.81,1.06,69.95344199
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,2,0.2526,0.1176,0.954648526,34.61311465,112.2666667,2.81,68.33,5.66,1.32,71.57608076,2.81,68.33,5.66,1.32,71.57608076
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,3,0.2536,0.1209,0.932267255,36.14607844,112.7111111,3.18,68.34,5.36,1.5,73.3051597,3.18,68.34,5.36,1.5,73.3051597
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,4,0.2525,0.1175,0.955082742,34.58337381,112.2222222,3.2,71.25,6.14,1.58,74.60086634,3.2,71.25,6.14,1.58,74.60086634
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,5,0.2499,0.1177,0.943642028,35.3669844,111.0666667,2.81,68.44,6.08,1.32,72.527503,2.81,68.44,6.08,1.32,72.527503
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,6,0.2507,0.1207,0.923133573,36.7716731,111.4222222,3.58,71.69,4.88,1.76,77.65940068,3.58,71.69,4.88,1.76,77.65940068
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,7,0.2544,0.1185,0.954149086,34.64732289,113.0666667,2.89,66.35,5.49,1.31,69.53839917,2.89,66.35,5.49,1.31,69.53839917
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,8,0.2535,0.1209,0.931899642,36.17125743,112.6666667,2.4,59.87,5.01,0.96,64.24511538,2.4,59.87,5.01,0.96,64.24511538
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,9,0.2481,0.1172,0.940841866,35.55877632,110.2666667,3.37,79.54,6.03,1.86,84.54130593,3.37,79.54,6.03,1.86,84.54130593
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,10,0.2484,0.1176,0.93877551,35.70030752,110.4,2.86,72.61,6.23,1.43,77.34543478,2.86,72.61,6.23,1.43,77.34543478
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,11,0.2514,0.1198,0.932665554,36.11879769,111.7333333,2.52,68.2,5.57,1.15,73.12374702,2.52,68.2,5.57,1.15,73.12374702
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,12,0.2497,0.1167,0.950966391,34.86531572,110.9777778,2.99,75.49,6.18,1.56,79.38240589,2.99,75.49,6.18,1.56,79.38240589
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,13,0.2487,0.1169,0.945537496,35.23715778,110.5333333,2.62,72.66,6.02,1.29,76.84518094,2.62,72.66,6.02,1.29,76.84518094
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,14,0.252,0.1176,0.952380952,34.76842792,112,3.51,80.8,6.32,1.99,84.84,3.51,80.8,6.32,1.99,84.84
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,15,0.2546,0.1204,0.939830196,35.62806879,113.1555556,3.2,76.33,5.79,1.68,81.2167989,3.2,76.33,5.79,1.68,81.2167989
Yemen-3-Stem(<1m)-M,Yemen,3,Stem(<1m),M,16,0.2538,0.1191,0.947103275,35.1299127,112.8,2.97,75.27,5.83,1.54,79.47390957,2.97,75.27,5.83,1.54,79.47390957
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,1,0.2354,0.0966,1.083045779,25.81878228,104.6222222,2.34,95.52,8,1.56,88.19571793,2.34,95.5,8,1.56,88.2
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,2,0.2337,0.0961,1.080818592,25.97132933,103.8666667,2.18,91.29,6.93,1.26,84.46375802,2.18,91.3,6.93,1.26,84.5
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,3,0.231,0.0956,1.073919107,26.44389675,102.6666667,2.85,98.14,6.54,1.84,91.38490909,2.85,98.1,6.54,1.84,91.4
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,4,0.2318,0.0949,1.085587168,25.64471454,103.0222222,2.62,99.34,7.86,1.74,91.5080824,2.62,99.3,7.86,1.74,91.5
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,5,0.2308,0.095,1.079766082,26.04341905,102.5777778,2.97,104.98,7.01,2.07,97.2247617,2.97,105,7.01,2.07,97.2
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,6,0.2357,0.0974,1.075519051,26.33431158,104.7555556,4.32,121.15,7.56,3.61,112.643286,4.32,121.2,7.56,3.61,112.6
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,7,0.2358,0.0987,1.061803445,27.27373666,104.8,4.54,120.83,6.99,3.79,113.7969561,4.54,120.8,6.99,3.79,113.8
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,8,0.2353,0.0966,1.082585691,25.85029512,104.5777778,2.23,94.94,7.63,1.37,87.69744581,2.23,94.9,7.63,1.37,87.7
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,9,0.2314,0.0967,1.063541308,27.15470496,102.8444444,3.17,99.71,6.91,2.15,93.75282303,3.17,99.7,6.91,2.15,93.8
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,10,0.2325,0.0962,1.074151074,26.42800862,103.3333333,2.81,99.94,7.84,1.9,93.04091613,2.81,99.9,7.84,1.9,93
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,11,0.229,0.0961,1.059081975,27.46013871,101.7777778,4.11,113.39,6.48,3.18,107.0644225,4.11,113.4,6.48,3.18,107.1
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,12,0.2316,0.0946,1.088090204,25.47327367,102.9333333,3.54,109.29,7.27,2.65,100.4420402,3.54,109.3,7.27,2.65,100.4
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,13,0.2341,0.0967,1.075950822,26.30473825,104.0444444,3.38,107.33,7.51,2.48,99.75362986,3.38,107.3,7.51,2.48,99.8
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,14,0.2342,0.0977,1.065392926,27.02788177,104.0888889,3.7,111.26,7.65,2.82,104.4309543,3.7,111.3,7.65,2.82,104.4
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,15,0.2346,0.096,1.086111111,25.60882801,104.2666667,3.46,107.73,7.78,2.57,99.1887468,3.46,107.7,7.78,2.57,99.2
Yemen-3-Stem(<1m)-H,Yemen,3,Stem(<1m),H,16,0.2325,0.0966,1.069703244,26.73265455,103.3333333,2.76,97.52,7.14,1.8,91.16547097,2.76,97.5,7.14,1.8,91.2
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,1,0.2269,0.1273,0.792179454,45.74113331,100.8444444,2.89,63.99,4.23,1.22,80.77715183,2.89,63.99,4.23,1.22,80.77715183
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,2,0.2274,0.121,0.835261708,42.79029397,101.0666667,3.08,72.58,4.8,1.46,86.89492084,3.08,72.58,4.8,1.46,86.89492084
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,3,0.2307,0.1194,0.858738135,41.18231951,102.5333333,3.19,75.42,4.88,1.58,87.82654096,3.19,75.42,4.88,1.58,87.82654096
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,4,0.2285,0.1207,0.841388198,42.37067134,101.5555556,3.17,73.94,5.09,1.56,87.87857987,3.17,73.94,5.09,1.56,87.87857987
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,5,0.2291,0.1193,0.853497252,41.54128408,101.8222222,3.22,75.1,5.08,1.6,87.99091008,3.22,75.1,5.08,1.6,87.99091008
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,6,0.2295,0.1205,0.846473029,42.02239527,102,3.01,72.01,5.16,1.44,85.07063725,3.01,72.01,5.16,1.44,85.07063725
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,7,0.2299,0.1212,0.843050972,42.25678276,102.1777778,3.21,72.98,4.57,1.46,86.56653328,3.21,72.98,4.57,1.46,86.56653328
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,8,0.2286,0.1173,0.866155158,40.67430427,101.6,3.23,75.29,5.02,1.61,86.92437992,3.23,75.29,5.02,1.61,86.92437992
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,9,0.2223,0.1165,0.84806867,41.91310483,98.8,2.81,72.17,5.44,1.35,85.09924089,2.81,72.17,5.44,1.35,85.09924089
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,10,0.2256,0.1182,0.848279752,41.89864713,100.2666667,3.02,75.72,5.28,1.51,89.26300532,3.02,75.72,5.28,1.51,89.26300532
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,11,0.2296,0.1235,0.826270805,43.40610923,102.0444444,2.77,72.6,4.9,1.29,87.86465592,2.77,72.6,4.9,1.29,87.86465592
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,12,0.2275,0.1256,0.80502477,44.86131712,101.1111111,2.81,72.09,5.14,1.33,89.55003956,2.81,72.09,5.14,1.33,89.55003956
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,13,0.2305,0.1242,0.824834496,43.50448655,102.4444444,2.31,66.38,5.23,0.99,80.47675054,2.31,66.38,5.23,0.99,80.47675054
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,14,0.231,0.1222,0.840152755,42.45529075,102.6666667,2.82,73.12,5.19,1.36,87.03179221,2.82,73.12,5.19,1.36,87.03179221
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,15,0.2321,0.121,0.852525253,41.60785942,103.1555556,2.46,72.05,5.31,1.13,84.51362559,2.46,72.05,5.31,1.13,84.51362559
Yemen-2-Stem(>1m)-L,Yemen,2,Stem(>1m),L,16,0.2297,0.1218,0.838168217,42.59121798,102.0888889,1.9,63.32,5.34,0.74,75.54569438,,,,,
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,1,0.201,0.0927,0.963682129,33.99437474,89.33333333,2.18,78.61,6.28,1.1,81.57254104,2.18,78.61,6.28,1.1,81.57254104
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,2,0.1989,0.0927,0.953613808,34.68398575,88.4,3.65,101.39,5.95,2.41,106.3218665,3.65,101.39,5.95,2.41,106.3218665
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,3,0.2013,0.0911,0.982070984,32.73486409,89.46666667,2.3,84.38,6.81,1.24,85.92046945,2.3,84.38,6.81,1.24,85.92046945
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,4,0.1992,0.0907,0.976111724,33.14303263,88.53333333,3.09,96.81,6.91,1.98,99.17922063,3.09,96.81,6.91,1.98,99.17922063
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,5,0.1981,0.0902,0.976102488,33.14366519,88.04444444,2.95,92.72,6.3,1.79,94.99002524,2.95,92.72,6.3,1.79,94.99002524
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,6,0.1985,0.0914,0.965232191,33.88820612,88.22222222,3.58,99.26,6.25,2.36,102.8353602,3.58,99.26,6.25,2.36,102.8353602
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,7,0.1988,0.0908,0.973078806,33.35076673,88.35555556,3.19,95.24,5.89,1.98,97.87490946,3.19,95.24,5.89,1.98,97.87490946
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,8,0.1991,0.0932,0.949451598,34.96906866,88.48888889,3.17,90.91,6.28,1.91,95.75001005,3.17,90.91,6.28,1.91,95.75001005
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,9,0.1963,0.0922,0.946252109,35.18821172,87.24444444,3.21,100.24,6.43,2.11,105.9337137,3.21,100.24,6.43,2.11,105.9337137
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,10,0.1991,0.0922,0.959749337,34.26374403,88.48888889,3.15,102.55,6.3,2.11,106.8508162,3.15,102.55,6.3,2.11,106.8508162
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,11,0.1982,0.091,0.968009768,33.6979611,88.08888889,3.1,103.98,7.1,2.12,107.4162714,3.1,103.98,7.1,2.12,107.4162714
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,12,0.1961,0.0907,0.96092123,34.1834774,87.15555556,1.8,78.19,6.42,0.85,81.36983299,,,,,
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,13,0.1998,0.0938,0.946695096,35.15787014,88.8,2.67,94.71,6.51,1.62,100.0427703,2.67,94.71,6.51,1.62,100.0427703
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,14,0.1947,0.0903,0.958287191,34.36389104,86.53333333,2.89,100.28,6.29,1.85,104.6450385,2.89,100.28,6.29,1.85,104.6450385
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,15,0.1959,0.0917,0.949472919,34.96760829,87.06666667,2.98,98.36,6.01,1.87,103.5943185,2.98,98.36,6.01,1.87,103.5943185
Yemen-2-Stem(>1m)-M,Yemen,2,Stem(>1m),M,16,0.1969,0.0912,0.959551657,34.27728377,87.51111111,1.45,71.61,7.11,0.61,74.62860335,,,,,
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,1,0.2084,0.0837,1.106597637,24.2056413,92.62222222,3.7,120.88,7.16,2.99,109.2357294,3.7,120.88,7.16,2.99,109.2357294
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,2,0.2085,0.083,1.116465863,23.52973538,92.66666667,3.23,118.25,7.7,2.51,105.9145683,3.23,118.25,7.7,2.51,105.9145683
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,3,0.2081,0.0834,1.108979483,24.04250116,92.48888889,2.95,112.53,7.21,2.16,101.4716699,2.95,112.53,7.21,2.16,101.4716699
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,4,0.2072,0.0828,1.112184648,23.82296929,92.08888889,3.98,129.98,7.4,3.44,116.869083,3.98,129.98,7.4,3.44,116.869083
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,5,0.2061,0.0826,1.108958838,24.04391522,91.6,4.35,132.68,6.82,3.86,119.6437555,4.35,132.68,6.82,3.86,119.6437555
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,6,0.2086,0.0823,1.126501958,22.84233167,92.71111111,4.23,133.48,7.18,3.77,118.4906951,4.23,133.48,7.18,3.77,118.4906951
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,7,0.2067,0.0822,1.117599351,23.45209923,91.86666667,2.06,98.21,7.49,1.24,87.87585631,,,,,
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,8,0.2056,0.0832,1.098290598,24.77461656,91.37777778,3.37,114.63,7.03,2.55,104.371284,3.37,114.63,7.03,2.55,104.371284
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,9,0.2058,0.0829,1.103337354,24.42894834,91.46666667,3.73,120.87,7.94,3.05,109.5494497,3.73,120.87,7.94,3.05,109.5494497
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,10,0.2079,0.084,1.1,24.65753425,92.4,3.05,110.57,7.29,2.24,100.5181818,3.05,110.57,7.29,2.24,100.5181818
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,11,0.2086,0.0838,1.106337841,24.22343552,92.71111111,3.01,110.63,6.97,2.16,99.99657958,3.01,110.63,6.97,2.16,99.99657958
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,12,0.2046,0.0815,1.115746421,23.57901224,90.93333333,3.29,116.76,7.12,2.54,104.647434,3.29,116.76,7.12,2.54,104.647434
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,13,0.2058,0.0838,1.091487669,25.24057061,91.46666667,3.19,115,7.34,2.4,105.3607872,3.19,115,7.34,2.4,105.3607872
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,14,0.2075,0.0834,1.105782041,24.26150404,92.22222222,3.13,113.65,7.51,2.35,102.7779398,3.13,113.65,7.51,2.35,102.7779398
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,15,0.2069,0.0829,1.109234687,24.02502144,91.95555556,2.38,101.76,7.19,1.53,91.73892702,2.38,101.76,7.19,1.53,91.73892702
Yemen-2-Stem(>1m)-H,Yemen,2,Stem(>1m),H,16,0.2076,0.0831,1.110308865,23.95144761,92.26666667,4.26,132.64,7.54,3.79,119.4622543,4.26,132.64,7.54,3.79,119.4622543
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,1,0.1918,0.0817,1.043383653,28.53536624,85.24444444,2.64,92.77,7.39,1.61,88.91264468,2.64,92.77,7.39,1.61,88.91264468
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,2,0.1942,0.0832,1.037393162,28.94567381,86.31111111,2.74,91.72,7.1,1.69,88.41392379,2.74,91.72,7.1,1.69,88.41392379
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,3,0.1937,0.0808,1.065456546,27.02352427,86.08888889,2.19,85.52,6.93,1.22,80.26606092,2.19,85.52,6.93,1.22,80.26606092
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,4,0.1919,0.0813,1.049063824,28.14631343,85.28888889,2.17,86.84,7.6,1.22,82.77856696,2.17,86.84,7.6,1.22,82.77856696
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,5,0.1949,0.0832,1.041132479,28.68955626,86.62222222,1.63,72.42,7.27,0.73,69.55887122,1.63,72.42,7.27,0.73,69.55887122
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,6,0.1925,0.0813,1.052343857,27.92165365,85.55555556,2.55,89.44,6.73,1.49,84.99123117,2.55,89.44,6.73,1.49,84.99123117
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,7,0.1929,0.0801,1.070328756,26.68981125,85.73333333,2.08,86.35,7.69,1.16,80.67614697,2.08,86.35,7.69,1.16,80.67614697
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,8,0.1919,0.0813,1.049063824,28.14631343,85.28888889,2.01,84.06,7.11,1.08,80.1285852,2.01,84.06,7.11,1.08,80.1285852
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,9,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,10,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,11,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,12,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,13,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,14,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,15,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-L,GreenleafBMR,1,Leaf,L,16,,,,,,,,,,,,,,,
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,1,0.2164,0.0871,1.104222477,24.36832347,96.17777778,1.9,88.23,7.3,1.05,79.90237639,,,,,
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,2,0.2201,0.0876,1.116692035,23.51424421,97.82222222,2.1,92.84,7.66,1.24,83.13840981,2.1,92.84,7.66,1.24,83.13840981
